,Ester_24h_CNT_F_T_S29_R1_001.flexbar_q.fastq,Ester_24h_CNT_F_T_S30_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_T_S41_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_T_S42_R1_001.flexbar_q.fastq,Ester_24h_LPS_F_T_S31_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_T_S43_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_T_S44_R1_001.flexbar_q.fastq,Ester_24h_PS_F_T_S32_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_T_S25_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_T_S26_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_T_S37_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_T_S38_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_T_S27_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_T_S28_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_T_S39_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_T_S40_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_T_S33_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_T_S34_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_T_S45_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_T_S46_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_T_S35_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_T_S36_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_T_S47_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_T_S48_R1_001.flexbar_q.fastq
tRF-20-OML32826,0.0,0.0,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-OMMIL0O6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.63,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-OMN1OXL6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.49,0.0,0.0,0.0,0.0,0.0,0.0,1.84,4.27,0.0,0.0
tRF-20-OQIMLWRN,0.0,0.0,8.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-OSM83O9E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-OSRNLNKS,0.0,0.0,0.0,0.0,0.0,7.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-OZXEKJ5R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-P1N24YDR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.74
tRF-20-P3X1M3WE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.55,0.0,0.0,0.0,0.0,0.0
tRF-20-P42U6R93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-P42U6RM3,0.0,0.0,0.0,0.0,0.0,7.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.84,0.0,0.0,0.0,0.0
tRF-20-P4VU6RM3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-PE6HFVQ8,0.0,0.0,0.0,0.0,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-PJ58309N,0.0,0.0,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.27,0.0,0.0
tRF-20-PJ60MV9J,0.0,0.0,0.0,0.0,5.06,0.0,0.0,0.0,0.0,0.0,0.0,4.64,0.0,0.0,0.0,0.0,0.0,5.63,0.0,6.84,0.0,0.0,0.0,0.0
tRF-20-PP6N7KYU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-PS5P4PW3,4.66,26.21,8.16,10.88,2.53,21.05,12.08,9.55,32.67,0.0,18.84,13.91,0.0,0.0,0.0,5.55,19.3,28.14,0.0,0.0,1.84,8.54,10.76,13.48
tRF-20-PSQP4PW3,0.0,8.74,0.0,0.0,2.53,0.0,8.05,4.77,49.01,5.05,0.0,4.64,13.43,4.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.27,0.0,6.74
tRF-20-PV6RRNLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-PYRP4PW3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-Q1Q89P9L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,4.27,0.0,6.74
tRF-20-Q2FWQ8P6,0.0,0.0,4.08,0.0,0.0,0.0,0.0,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,10.76,0.0
tRF-20-Q340QI6N,2.33,8.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.26,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-Q4NKKQBR,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.55,0.0,0.0,0.0,0.0,0.0
tRF-20-Q72S3HPS,0.0,0.0,0.0,0.0,2.53,0.0,8.05,9.55,0.0,0.0,0.0,9.27,40.28,0.0,0.0,5.55,0.0,11.26,7.55,0.0,3.67,0.0,10.76,0.0
tRF-20-Q89P9L84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-QD3KYUYR,0.0,0.0,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-QJ3KYU4R,0.0,0.0,0.0,10.88,7.6,21.05,0.0,0.0,0.0,10.1,0.0,4.64,13.43,4.49,0.0,11.1,19.3,11.26,7.55,6.84,0.0,0.0,10.76,0.0
tRF-20-QJ3KYUYR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-QKF1R3WE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.76,0.0
tRF-20-QNJ3LPWR,0.0,0.0,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-QNR8VP9L,0.0,0.0,0.0,32.65,0.0,0.0,8.05,4.77,0.0,0.0,9.42,0.0,13.43,0.0,0.0,0.0,0.0,0.0,7.55,20.53,1.84,4.27,0.0,0.0
tRF-20-QO8Q9VWV,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.42,0.0,0.0,13.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.74
tRF-20-QZPHM87S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.74
tRF-20-R008R959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.02,0.0,0.0,0.0
tRF-20-R29P4P9L,20.96,113.59,28.55,43.54,22.79,49.12,16.1,47.73,16.34,45.47,18.84,88.1,40.28,31.41,49.32,44.38,109.39,101.32,30.18,20.53,36.75,34.16,21.51,13.48
tRF-20-R2IP4O73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-R2IP4OI3,4.66,8.74,16.31,0.0,2.53,7.02,0.0,0.0,0.0,0.0,18.84,0.0,0.0,0.0,8.22,0.0,0.0,28.14,0.0,0.0,0.0,4.27,0.0,0.0
tRF-20-R2YJ8B9L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.63,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-R2Z4R95M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-R3SJ83RP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-R3WE8RO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-R4L2RRM3,0.0,0.0,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.49,0.0,0.0,0.0,11.26,7.55,0.0,0.0,0.0,10.76,0.0
tRF-20-R7F8YKIR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.76,0.0
tRF-20-R7N4QFI2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-R951K36D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-R95933J2,0.0,0.0,0.0,0.0,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-R959KUMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-R95R3JH9,2.33,0.0,4.08,0.0,5.06,0.0,8.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-R95RM3Y8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-R9BM32LJ,2.33,0.0,0.0,0.0,0.0,0.0,0.0,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-R9D9KUMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-R9DM3WWK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-R9JP9PMN,0.0,0.0,0.0,0.0,0.0,0.0,4.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.43,0.0,7.55,0.0,0.0,0.0,0.0,0.0
tRF-20-R9O9337K,0.0,0.0,0.0,0.0,5.06,21.05,0.0,0.0,0.0,5.05,0.0,0.0,26.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-R9O933IK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-RE987S1R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-RESJ83RP,0.0,26.21,4.08,32.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.51,0.0,0.0,6.74
tRF-20-REVI2ERP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0
tRF-20-RK9P4P9L,9.32,34.95,8.16,21.77,10.13,7.02,16.1,19.09,98.01,10.1,28.26,69.55,13.43,35.89,41.1,5.55,32.17,67.54,22.64,6.84,12.86,12.81,32.27,26.96
tRF-20-RKIP4OI3,13.97,26.21,12.23,32.65,37.98,14.04,12.08,28.64,0.0,10.1,9.42,18.55,40.28,8.97,16.44,11.1,12.87,16.89,0.0,13.68,5.51,17.08,10.76,6.74
tRF-20-RLXN48Z8,0.0,0.0,0.0,0.0,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-RN8RQFR9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-RNLIK898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-RP9830MM,11.64,0.0,4.08,0.0,5.06,21.05,0.0,9.55,0.0,10.1,0.0,13.91,0.0,0.0,0.0,5.55,0.0,0.0,0.0,6.84,1.84,4.27,0.0,6.74
tRF-20-RPM8309M,4.66,0.0,8.16,21.77,12.66,7.02,0.0,0.0,0.0,5.05,9.42,4.64,13.43,0.0,0.0,5.55,0.0,0.0,0.0,0.0,0.0,0.0,10.76,0.0
tRF-20-RPM830MM,62.88,61.16,36.7,0.0,25.32,49.12,20.13,28.64,0.0,15.16,0.0,78.82,0.0,13.46,0.0,27.74,6.43,11.26,22.64,6.84,18.37,25.62,10.76,26.96
tRF-20-RPR830MM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-RUSMKVNM,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-RV50SRRN,0.0,0.0,0.0,0.0,0.0,7.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-RX1HI2NI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.55,0.0,0.0,0.0,0.0,0.0
tRF-20-RX6N38Z9,0.0,0.0,0.0,0.0,2.53,0.0,0.0,4.77,16.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.26,0.0,20.53,0.0,0.0,0.0,0.0
tRF-20-RX6NMH49,2.33,0.0,0.0,0.0,2.53,7.02,4.03,4.77,0.0,10.1,28.26,9.27,0.0,4.49,0.0,5.55,25.74,16.89,7.55,0.0,1.84,17.08,0.0,13.48
tRF-20-RX8FWVZ5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-RX8HWVZ5,25.62,69.9,0.0,0.0,2.53,35.09,12.08,19.09,16.34,0.0,37.68,32.46,0.0,17.95,24.66,83.22,51.48,50.66,30.18,20.53,3.67,8.54,0.0,47.19
tRF-20-RXPIN2NY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-RXSINHZ4,0.0,0.0,0.0,0.0,0.0,14.04,0.0,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-RXSMKVNM,0.0,0.0,0.0,0.0,0.0,0.0,4.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.55,0.0,0.0,4.27,0.0,0.0
tRF-20-RZ81JJ6R,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-S3M8309N,95.49,166.01,77.49,185.04,141.8,196.5,56.36,124.11,228.69,75.78,65.94,111.28,107.42,89.73,115.07,122.06,122.26,191.38,150.9,75.27,55.12,72.58,107.57,67.41
tRF-20-S4I7MN93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-S5R8309N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.64,0.0,0.0,8.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-S890J8O9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-S8V0J6OZ,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.55,0.0,0.0,0.0,6.84,0.0,0.0,0.0,0.0
tRF-20-S8V0J8O9,6.99,17.48,0.0,0.0,5.06,7.02,0.0,4.77,0.0,0.0,0.0,4.64,0.0,0.0,16.44,0.0,6.43,5.63,7.55,0.0,1.84,4.27,0.0,0.0
tRF-20-S8V0JUOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-S998LO9D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-S998LOW3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.55,0.0,0.0,0.0,0.0,0.0,0.0,10.76,0.0
tRF-20-S998LOWJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-SB3B5SM3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-SBKKRSL3,18.63,43.69,24.47,65.31,0.0,14.04,8.05,52.51,32.67,25.26,18.84,32.46,0.0,13.46,16.44,49.93,6.43,33.77,15.09,0.0,11.02,12.81,21.51,6.74
tRF-20-SERXPINK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.68,0.0,0.0,0.0,0.0
tRF-20-SJ7JLJR7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.84,0.0,0.0,0.0,0.0
tRF-20-SU9ELBKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0
tRF-20-SX1HK24O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-SXQ3V2Y7,0.0,0.0,0.0,0.0,5.06,0.0,4.03,0.0,0.0,0.0,0.0,4.64,13.43,0.0,0.0,0.0,6.43,0.0,0.0,0.0,9.19,0.0,0.0,20.22
tRF-20-U1O0789N,2.33,0.0,0.0,10.88,0.0,0.0,4.03,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.55,12.87,5.63,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-U4307W5N,0.0,0.0,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.91,0.0,0.0,0.0,0.0,12.87,0.0,0.0,13.68,0.0,0.0,0.0,13.48
tRF-20-UDJKSV5N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.63,0.0,0.0,0.0,4.27,0.0,0.0
tRF-20-UDJKWH19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.43,0.0,0.0,0.0,0.0,4.27,0.0,0.0
tRF-20-UIX1Q7O6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.54,0.0,0.0
tRF-20-UJJKIWRN,2.33,8.74,4.08,32.65,7.6,7.02,4.03,14.32,49.01,5.05,18.84,9.27,26.86,8.97,0.0,5.55,19.3,16.89,0.0,6.84,0.0,4.27,0.0,6.74
tRF-20-UKMYO9OE,0.0,0.0,0.0,0.0,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-UMJYX9X5,4.66,52.43,4.08,10.88,5.06,14.04,24.16,19.09,32.67,10.1,0.0,18.55,26.86,0.0,8.22,16.64,6.43,5.63,7.55,13.68,7.35,12.81,32.27,13.48
tRF-20-UMJYXZX5,0.0,0.0,0.0,0.0,2.53,7.02,0.0,0.0,0.0,0.0,9.42,0.0,0.0,0.0,0.0,0.0,6.43,11.26,0.0,13.68,0.0,0.0,0.0,0.0
tRF-20-UMX0S75N,11.64,17.48,0.0,0.0,5.06,0.0,4.03,14.32,81.68,5.05,9.42,0.0,26.86,4.49,16.44,49.93,12.87,22.51,15.09,0.0,7.35,8.54,43.03,33.7
tRF-20-UMX0SW5N,0.0,0.0,4.08,0.0,0.0,14.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.84,0.0,0.0,0.0,0.0
tRF-20-UMXKS6RN,0.0,0.0,0.0,10.88,0.0,7.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-UN207RRN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.84,0.0,0.0,0.0,0.0
tRF-20-V2Y7RZ81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.77,0.0,5.05,0.0,0.0,0.0,0.0,8.22,5.55,6.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-V2Y8L981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.77,0.0,0.0,0.0,0.0,0.0,0.0,16.44,0.0,6.43,0.0,15.09,6.84,1.84,0.0,0.0,0.0
tRF-20-V2Y8LZ81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-V3LY7SIR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55,0.0,0.0,0.0,0.0,26.86,0.0,0.0,0.0,0.0,5.63,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-V3R918VB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-V47P596V,65.21,104.85,24.47,65.31,25.32,14.04,44.29,38.19,0.0,20.21,28.26,134.46,120.85,44.87,41.1,138.7,148.0,95.69,60.36,6.84,20.21,51.23,64.54,134.82
tRF-20-V47P59FV,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-V47PU9XV,0.0,0.0,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-V47PU9XW,2.33,0.0,4.08,0.0,2.53,0.0,0.0,0.0,0.0,0.0,18.84,4.64,0.0,0.0,0.0,0.0,0.0,5.63,0.0,0.0,0.0,0.0,0.0,0.0
tRF-20-V4QP596V,0.0,8.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.63,0.0,0.0,0.0,0.0,0.0,0.0
